Country,Code,Year,Meat_total
Sao Tome and Principe,STP,1964,283.88
Mauritius,MUS,1964,3396.92
El Salvador,SLV,1964,3473.4
Bhutan,BTN,1964,3518.71
Botswana,BWA,1964,37237.52
Southern Europe (FAO),,1964,3871993.8
Middle Africa (FAO),,1964,389141.97
Puerto Rico,PRI,1964,39194.28
Polynesia,OWID_PYA,1964,3933.39
Niue,NIU,1964,4.85
Caribbean (FAO),,1964,415173.16
Philippines,PHL,1964,4288.4
Angola,AGO,1964,42162.45
Costa Rica,CRI,1964,42454.81
Antigua and Barbuda,ATG,1964,431.8
Burkina Faso,BFA,1964,43335.32
Haiti,HTI,1964,4346.16
Saint Kitts and Nevis,KNA,1964,452.67
Zambia,ZMB,1964,45311.2
Nicaragua,NIC,1964,47419.8
Thailand,THA,1964,49137.25
Senegal,SEN,1964,5126.45
Chad,TCD,1964,5133.75
Lebanon,LBN,1964,51542.5
Sri Lanka,LKA,1964,51889.4
Syria,SYR,1964,56414.5
Saint Vincent and the Grenadines,VCT,1964,578.19
Dominican Republic,DOM,1964,57843.6
Dominica,DMA,1964,616.8
Lower-middle-income countries,,1964,6229931.5
Niger,NER,1964,63136.25
Guatemala,GTM,1964,64466.2
Macao,MAC,1964,6614.81
South America (FAO),,1964,683325.5
South Africa,ZAF,1964,694672.5
Small Island Developing States (FAO),,1964,742.56
French Polynesia,PYF,1964,78.1
Zimbabwe,ZWE,1964,76466.98
Southern Africa (FAO),,1964,796992.6
Czechoslovakia,OWID_CZS,1964,8288.7
Algeria,DZA,1964,82344.52
Kiribati,KIR,1964,845.7
French Guiana,GUF,1964,846.62
Western Africa (FAO),,1964,853667.9
Ecuador,ECU,1964,85865.42
Northern Africa (FAO),,1964,863978.5
Micronesia (FAO),,1964,87.4
Western Asia (FAO),,1964,898439.2
Cote d'Ivoire,CIV,1964,93579.9
Bolivia,BOL,1964,94352.8
Solomon Islands,SLB,1964,98.4
Bahamas,BHS,1965,183.1
Faroe Islands,FRO,1965,
Tuvalu,TUV,1965,3
Antigua and Barbuda,ATG,1965,393
Maldives,MDV,1965,44
Bahrain,BHR,1965,585
Grenada,GRD,1965,658
Micronesia (FAO),,1965,874
Cape Verde,CPV,1965,941
Samoa,WSM,1965,2215
Oman,OMN,1965,359
Fiji,FJI,1965,4229
New Caledonia,NCL,1965,429
Gambia,GMB,1965,4553
Suriname,SUR,1965,496
Malta,MLT,1965,6
Guyana,GUY,1965,7551
Burundi,BDI,1965,11188
Eswatini,SWZ,1965,1365
Trinidad and Tobago,TTO,1965,1498
Cyprus,CYP,1965,15372
Jordan,JOR,1965,15922
Kuwait,KWT,1965,1733
Iceland,ISL,1965,277
Libya,LBY,1965,24915
Albania,ALB,1965,25225
Qatar,QAT,1965,1979.7
Central African Republic,CAF,1965,335
Honduras,HND,1965,32931
Panama,PAN,1965,3548
Mauritania,MRT,1965,37327
Namibia,NAM,1965,37631
Saudi Arabia,SAU,1965,415
East Timor,TLS,1965,43987
Cambodia,KHM,1965,44225
Mozambique,MOZ,1965,46482
Yemen,YEM,1965,552
Sri Lanka,LKA,1965,5216
Lebanon,LBN,1965,52621
Senegal,SEN,1965,53193
Singapore,SGP,1965,53769
Dominican Republic,DOM,1965,56576
Tunisia,TUN,1965,56766
Ghana,GHA,1965,64562
Cameroon,CMR,1965,67427
Nepal,NPL,1965,7478
Israel,ISR,1965,8
Somalia,SOM,1965,8611
Uganda,UGA,1965,92191
Iraq,IRQ,1965,94635
Afghanistan,AFG,1965,15195
Mongolia,MNG,1965,15116
Norway,NOR,1965,151991
Morocco,MAR,1965,162655
Democratic Republic of Congo,COD,1965,16344
Finland,FIN,1965,18
Guadeloupe,GLP,1965,2397.5
Bangladesh,BGD,1965,22
Portugal,PRT,1965,29183
Greece,GRC,1965,223435
Chile,CHL,1965,22773
Peru,PER,1965,228133
Sudan (former),,1965,253275
Venezuela,VEN,1965,259771
Switzerland,CHE,1965,29392
Taiwan,TWN,1965,36698
Iran,IRN,1965,31851
Egypt,EGY,1965,329
Ireland,IRL,1965,322461
Bulgaria,BGR,1965,341712
Nigeria,NGA,1965,34582
Djibouti,DJI,1965,2933.2
Indonesia,IDN,1965,37957
Uruguay,URY,1965,389752
Pakistan,PAK,1965,45346
Sweden,SWE,1965,462
Vietnam,VNM,1965,425588
Barbados,BRB,1965,323.1
Turkey,TUR,1965,48276
Ethiopia (former),OWID_ERE,1965,48891
Austria,AUT,1965,491469
Thailand,THA,1965,51215
Colombia,COL,1965,51385
Belgium-Luxembourg (FAO),,1965,61383
Romania,ROU,1965,6643
South Africa,ZAF,1965,716721
Polynesia,OWID_PYA,1965,471.2
New Zealand,NZL,1965,87147
Hungary,HUN,1965,8227
Spain,ESP,1965,861616
Martinique,MTQ,1965,433.5
Northern Africa (FAO),,1965,98367
Netherlands,NLD,1965,923285
Western Asia (FAO),,1965,92572
Yugoslavia,OWID_YGS,1965,944989
Denmark,DNK,1965,9898
Japan,JPN,1965,167848
Mexico,MEX,1965,1169596
Canada,CAN,1965,1766198
Italy,ITA,1965,1818159
India,IND,1965,1818311
Australia,AUS,1965,1824713
Poland,POL,1965,1845
Reunion,REU,1965,727.4
Macao,MAC,1965,7437.7
Guinea-Bissau,GNB,1965,7754.6
South-eastern Asia (FAO),,1965,219624
United Arab Emirates,ARE,1965,8339.2
United Kingdom,GBR,1965,2381262
Argentina,ARG,1965,2618187
Oceania,,1965,28689
Oceania (FAO),,1965,28689
Liberia,LBR,1965,9762.3
Southern Asia (FAO),,1965,32896
France,FRA,1965,3937
Southern Europe (FAO),,1965,48867
Northern Europe (FAO),,1965,4452241
Germany,DEU,1965,468294
China,CHN,1965,636484
Lower-middle-income countries,,1965,6456187
China (FAO),,1965,683227
South America,,1965,72174
South America (FAO),,1965,72174
USSR,OWID_USS,1965,9956
Western Europe (FAO),,1965,1938979
Asia,,1965,14414256
Asia (FAO),,1965,14429628
Eastern Europe (FAO),,1965,14517599
United States,USA,1965,18241816
European Union (27),,1965,1873282
European Union (27) (FAO),,1965,19342464
Northern America (FAO),,1965,2814
North America,,1965,2186678
Americas (FAO),,1965,28887152
Upper-middle-income countries,,1965,28887924
Europe,,1965,3342414
Europe (FAO),,1965,33997424
High-income countries,,1965,46489372
World,OWID_WRL,1965,84458136
Congo,COG,1965,1495.3
Sierra Leone,SLE,1965,1566.36
Solomon Islands,SLB,1965,165.45
Saint Lucia,LCA,1965,192.86
Rwanda,RWA,1965,12324.8
Tanzania,TZA,1965,12363.84
Malaysia,MYS,1965,123965.4
Low-income countries,,1965,125816.5
Land Locked Developing Countries (FAO),,1965,1281294.8
Eastern Africa (FAO),,1965,13278.6
Myanmar,MMR,1965,133693.5
Comoros,COM,1965,1376.63
Madagascar,MDG,1965,139421.4
Tokelau,TKL,1965,14.92
South Korea,KOR,1965,1489.94
Central America (FAO),,1965,1428618.9
Malawi,MWI,1965,14831.41
Togo,TGO,1965,14937.48
Papua New Guinea,PNG,1965,151422.88
Hong Kong,HKG,1965,153232.17
Brunei,BRN,1965,1587.35
Belize,BLZ,1965,1591.58
Melanesia,OWID_MNS,1965,163883.98
Paraguay,PRY,1965,16643.3
Lesotho,LSO,1965,1672.2
Kenya,KEN,1965,171686.5
Guinea,GIN,1965,1815.22
Gabon,GAB,1965,2162.52
Jamaica,JAM,1965,2219.9
Seychelles,SYC,1965,223.5
Cuba,CUB,1965,234827.6
Benin,BEN,1965,2363.55
Brazil,BRA,1965,242782.5
Nauru,NRU,1965,25.75
Laos,LAO,1965,26919.79
Equatorial Guinea,GNQ,1965,27.56
Sao Tome and Principe,STP,1965,273.73
Low Income Food Deficit Countries (FAO),,1965,276439.5
Cook Islands,COK,1965,277.43
Least Developed Countries (FAO),,1965,2785199.8
Vanuatu,VUT,1965,2876.65
Mauritius,MUS,1965,3234.61
El Salvador,SLV,1965,34127.5
Bhutan,BTN,1965,3599.97
Middle Africa (FAO),,1965,393512.47
Africa,,1965,489965.5
Costa Rica,CRI,1965,41122.74
Puerto Rico,PRI,1965,41451.4
Botswana,BWA,1965,4263.48
Caribbean (FAO),,1965,429444.62
Africa (FAO),,1965,434324.5
Haiti,HTI,1965,4471.2
Niue,NIU,1965,45.73
Saint Kitts and Nevis,KNA,1965,452.65
Burkina Faso,BFA,1965,45647.17
Angola,AGO,1965,45848.6
Philippines,PHL,1965,46172.2
Nicaragua,NIC,1965,48319.8
Zambia,ZMB,1965,4891.1
Net Food Importing Developing Countries (FAO),,1965,5228112.5
Chad,TCD,1965,53849.75
Dominica,DMA,1965,612.5
Syria,SYR,1965,6332.1
Niger,NER,1965,6452.75
Guatemala,GTM,1965,6545.2
Saint Vincent and the Grenadines,VCT,1965,656.96
Small Island Developing States (FAO),,1965,72437.4
French Guiana,GUF,1965,73.3
French Polynesia,PYF,1965,735.55
Tonga,TON,1965,752.4
Zimbabwe,ZWE,1965,77445.4
Southern Africa (FAO),,1965,826722.5
Eastern Asia (FAO),,1965,8286789.5
Kiribati,KIR,1965,848.25
Western Africa (FAO),,1965,887629.75
Czechoslovakia,OWID_CZS,1965,896256.8
Algeria,DZA,1965,89856.3
Ecuador,ECU,1965,9253.86
Mali,MLI,1965,91826.93
North Korea,PRK,1965,94764.5
Cote d'Ivoire,CIV,1965,95193.42
Bolivia,BOL,1965,97119.17
Comoros,COM,1966,1545.5
Brunei,BRN,1966,1834.5
Tuvalu,TUV,1966,3
Maldives,MDV,1966,45
Bahrain,BHR,1966,589
Grenada,GRD,1966,729
Cape Verde,CPV,1966,192
Qatar,QAT,1966,263
Samoa,WSM,1966,2155
Oman,OMN,1966,366
New Caledonia,NCL,1966,4117
Martinique,MTQ,1966,444
Guyana,GUY,1966,8446
Burundi,BDI,1966,11777
Eswatini,SWZ,1966,13829
Kuwait,KWT,1966,17115
Jordan,JOR,1966,1844
Iceland,ISL,1966,19649
Cyprus,CYP,1966,1974
Albania,ALB,1966,269
Central African Republic,CAF,1966,31468
Libya,LBY,1966,32525
Panama,PAN,1966,38488
Mauritania,MRT,1966,3856
Saudi Arabia,SAU,1966,425
East Timor,TLS,1966,4389
Namibia,NAM,1966,442
Haiti,HTI,1966,45816
Yemen,YEM,1966,47785
Sri Lanka,LKA,1966,5158
Lebanon,LBN,1966,54154
Singapore,SGP,1966,56856
Tunisia,TUN,1966,6155
Nepal,NPL,1966,7746
Cameroon,CMR,1966,7132
Israel,ISR,1966,84435
Somalia,SOM,1966,8818
Uganda,UGA,1966,95512
Iraq,IRQ,1966,95715
Cote d'Ivoire,CIV,1966,98758
North Korea,PRK,1966,99642
Mongolia,MNG,1966,15446
Norway,NOR,1966,154776
Democratic Republic of Congo,COD,1966,16265
Kenya,KEN,1966,167187
Morocco,MAR,1966,1714
Finland,FIN,1966,1739
Afghanistan,AFG,1966,17521
Bangladesh,BGD,1966,21123
Portugal,PRT,1966,216911
Peru,PER,1966,23347
Cuba,CUB,1966,242292
Greece,GRC,1966,249462
Chile,CHL,1966,252974
Sudan (former),,1966,278
Guadeloupe,GLP,1966,2647.7
Venezuela,VEN,1966,279269
Switzerland,CHE,1966,299427
Iran,IRN,1966,3231
Egypt,EGY,1966,327798
Ireland,IRL,1966,338143
Taiwan,TWN,1966,341559
Bulgaria,BGR,1966,362796
Indonesia,IDN,1966,375555
Pakistan,PAK,1966,416679
Vanuatu,VUT,1966,349.5
Vietnam,VNM,1966,437325
Sweden,SWE,1966,438942
Colombia,COL,1966,478825
Austria,AUT,1966,491984
Ethiopia (former),OWID_ERE,1966,499992
Philippines,PHL,1966,512183
Barbados,BRB,1966,337.5
Mauritius,MUS,1966,3344.5
Thailand,THA,1966,534253
Belgium-Luxembourg (FAO),,1966,65517
Romania,ROU,1966,78176
South Africa,ZAF,1966,715887
New Zealand,NZL,1966,814423
Hungary,HUN,1966,8213
Yugoslavia,OWID_YGS,1966,839676
Netherlands,NLD,1966,968935
Denmark,DNK,1966,112
Spain,ESP,1966,147382
Japan,JPN,1966,1158637
Mexico,MEX,1966,1188118
Australia,AUS,1966,17733
Canada,CAN,1966,18287
India,IND,1966,184725
Reunion,REU,1966,717.6
Poland,POL,1966,18928
Italy,ITA,1966,196222
Guinea-Bissau,GNB,1966,7776.3
South-eastern Asia (FAO),,1966,2317188
United Kingdom,GBR,1966,2446393
United Arab Emirates,ARE,1966,8642.2
Least Developed Countries (FAO),,1966,293958
Argentina,ARG,1966,2967591
France,FRA,1966,38523
Northern Europe (FAO),,1966,4573569
Germany,DEU,1966,4798895
Lower-middle-income countries,,1966,667635
China,CHN,1966,688484
China (FAO),,1966,743135
Eastern Asia (FAO),,1966,8965747
USSR,OWID_USS,1966,174
Western Europe (FAO),,1966,1166711
Asia,,1966,15318537
Asia (FAO),,1966,15338241
Eastern Europe (FAO),,1966,1536271
United States,USA,1966,197724
European Union (27),,1966,1935138
European Union (27) (FAO),,1966,26478
Northern America (FAO),,1966,2879292
North America,,1966,2277745
Americas (FAO),,1966,3174884
Upper-middle-income countries,,1966,353882
Europe,,1966,34716332
Europe (FAO),,1966,353518
High-income countries,,1966,48131824
World,OWID_WRL,1966,8812197
Liberia,LBR,1966,166.61
Bolivia,BOL,1966,1125.6
Congo,COG,1966,1547.3
Sierra Leone,SLE,1966,1153.13
Solomon Islands,SLB,1966,1149.21
Saint Lucia,LCA,1966,1164.81
Malaysia,MYS,1966,132731.11
Rwanda,RWA,1966,1336.45
Low-income countries,,1966,1334146.1
Land Locked Developing Countries (FAO),,1966,135289.1
Lesotho,LSO,1966,13642.2
Tanzania,TZA,1966,137348.44
Cook Islands,COK,1966,138.41
Tokelau,TKL,1966,14.92
Eastern Africa (FAO),,1966,144149.6
Myanmar,MMR,1966,144984.25
Central America (FAO),,1966,145648.5
South Korea,KOR,1966,149872.4
Togo,TGO,1966,1537.5
Malawi,MWI,1966,15435.77
Trinidad and Tobago,TTO,1966,15454.5
Papua New Guinea,PNG,1966,156931.4
Belize,BLZ,1966,1657.32
Hong Kong,HKG,1966,168279.73
Madagascar,MDG,1966,169649.34
Melanesia,OWID_MNS,1966,16993.27
Paraguay,PRY,1966,17774.62
Guinea,GIN,1966,18992.5
Bahamas,BHS,1966,2141.84
Gabon,GAB,1966,2229.32
Benin,BEN,1966,2398.7
Jamaica,JAM,1966,2431.5
Brazil,BRA,1966,246319.2
Equatorial Guinea,GNQ,1966,259.57
Nauru,NRU,1966,26.29
Seychelles,SYC,1966,26.88
Oceania,,1966,2759472.5
Oceania (FAO),,1966,2759472.5
Low Income Food Deficit Countries (FAO),,1966,298486.5
Laos,LAO,1966,29935.5
Southern Asia (FAO),,1966,399736.8
Sao Tome and Principe,STP,1966,315.9
Djibouti,DJI,1966,3152.45
Honduras,HND,1966,33533.75
Nigeria,NGA,1966,34113.72
Uruguay,URY,1966,343662.56
Costa Rica,CRI,1966,35232.19
El Salvador,SLV,1966,35391.6
Bhutan,BTN,1966,3653.69
Middle Africa (FAO),,1966,397444.6
Botswana,BWA,1966,39921.52
Polynesia,OWID_PYA,1966,47.47
Antigua and Barbuda,ATG,1966,415.7
Africa,,1966,4226775.5
Puerto Rico,PRI,1966,43414.64
Southern Europe (FAO),,1966,434888.5
Caribbean (FAO),,1966,44751.28
Africa (FAO),,1966,4497575.5
Saint Kitts and Nevis,KNA,1966,459.9
Fiji,FJI,1966,4656.15
Mozambique,MOZ,1966,46924.8
Cambodia,KHM,1966,47641.5
Gambia,GMB,1966,4782.52
Angola,AGO,1966,4785.2
Burkina Faso,BFA,1966,48675.8
Niue,NIU,1966,49.49
Turkey,TUR,1966,51258.5
Chad,TCD,1966,5743.75
Zambia,ZMB,1966,5292.24
Suriname,SUR,1966,521.36
Net Food Importing Developing Countries (FAO),,1966,5464177.5
Nicaragua,NIC,1966,55236.2
Faroe Islands,FRO,1966,565.96
Senegal,SEN,1966,56942.58
Dominican Republic,DOM,1966,5988.4
Syria,SYR,1966,5995.11
Dominica,DMA,1966,63.48
Guatemala,GTM,1966,62991.5
Malta,MLT,1966,6455.54
Ghana,GHA,1966,68811.5
Niger,NER,1966,72348.5
South America,,1966,7397433.5
South America (FAO),,1966,7397433.5
Kiribati,KIR,1966,746.5
Small Island Developing States (FAO),,1966,75385.8
Micronesia (FAO),,1966,772.79
Saint Vincent and the Grenadines,VCT,1966,784.11
French Polynesia,PYF,1966,816.13
Southern Africa (FAO),,1966,827479.56
Macao,MAC,1966,8456.44
Tonga,TON,1966,866.53
Czechoslovakia,OWID_CZS,1966,873637.8
French Guiana,GUF,1966,895.88
Western Africa (FAO),,1966,913153.25
Zimbabwe,ZWE,1966,91423.6
Algeria,DZA,1966,91771.3
Ecuador,ECU,1966,9218.2
Northern Africa (FAO),,1966,955349.3
Western Asia (FAO),,1966,955569.8
Mali,MLI,1966,95883.5
Solomon Islands,SLB,1967,1238.3
Belize,BLZ,1967,1744.3
Tuvalu,TUV,1967,3
Maldives,MDV,1967,46
Bahrain,BHR,1967,67
Grenada,GRD,1967,684
Cape Verde,CPV,1967,195
Saint Lucia,LCA,1967,1135
Comoros,COM,1967,1643
Samoa,WSM,1967,2142
Qatar,QAT,1967,2155
Oman,OMN,1967,3795
Martinique,MTQ,1967,4355
Reunion,REU,1967,6778
United Arab Emirates,ARE,1967,9115
Jordan,JOR,1967,13292
Eswatini,SWZ,1967,1475
Togo,TGO,1967,15585
Iceland,ISL,1967,21773
Cyprus,CYP,1967,22243
Central African Republic,CAF,1967,32438
Albania,ALB,1967,3254
Libya,LBY,1967,33365
Honduras,HND,1967,3751
Panama,PAN,1967,38891
Mauritania,MRT,1967,4127
East Timor,TLS,1967,4253
Saudi Arabia,SAU,1967,44152
Nauru,NRU,1967,27.6
Namibia,NAM,1967,46161
Lebanon,LBN,1967,46838
Yemen,YEM,1967,4871
Mozambique,MOZ,1967,522
Angola,AGO,1967,52227
Cambodia,KHM,1967,5561
Tunisia,TUN,1967,6169
Singapore,SGP,1967,669
Guatemala,GTM,1967,6964
Nepal,NPL,1967,73681
Cameroon,CMR,1967,74278
Somalia,SOM,1967,9636
Israel,ISR,1967,9151
Algeria,DZA,1967,95718
Uganda,UGA,1967,98264
Mali,MLI,1967,11818
Bahamas,BHS,1967,2321.9
Norway,NOR,1967,161879
Democratic Republic of Congo,COD,1967,16359
Mongolia,MNG,1967,166
Kenya,KEN,1967,174177
Morocco,MAR,1967,1787
Finland,FIN,1967,1974
Portugal,PRT,1967,212371
Bangladesh,BGD,1967,2189
Peru,PER,1967,231876
Chile,CHL,1967,269244
Sudan (former),,1967,28665
Venezuela,VEN,1967,297249
Switzerland,CHE,1967,311549
Egypt,EGY,1967,338814
Iran,IRN,1967,34887
Indonesia,IDN,1967,369325
Bulgaria,BGR,1967,39736
Taiwan,TWN,1967,392349
Ireland,IRL,1967,4784
Pakistan,PAK,1967,428842
Sweden,SWE,1967,442529
Vietnam,VNM,1967,451175
Colombia,COL,1967,48458
Turkey,TUR,1967,49882
Djibouti,DJI,1967,3279.2
Ethiopia (former),OWID_ERE,1967,56682
Austria,AUT,1967,58276
Barbados,BRB,1967,3446.9
Mauritius,MUS,1967,3775.5
South Africa,ZAF,1967,686613
Belgium-Luxembourg (FAO),,1967,79455
Romania,ROU,1967,775794
Southern Africa (FAO),,1967,799228
Hungary,HUN,1967,82675
New Caledonia,NCL,1967,4247.8
New Zealand,NZL,1967,862391
Yugoslavia,OWID_YGS,1967,91965
Northern Africa (FAO),,1967,993416
Denmark,DNK,1967,1276
Netherlands,NLD,1967,17582
Spain,ESP,1967,1164577
Fiji,FJI,1967,5215.6
Mexico,MEX,1967,1219788
Japan,JPN,1967,124886
Suriname,SUR,1967,5548.4
Australia,AUS,1967,171584
India,IND,1967,1895618
Canada,CAN,1967,1897711
Poland,POL,1967,19364
Italy,ITA,1967,251266
Guinea-Bissau,GNB,1967,7778.4
Guyana,GUY,1967,8199.6
United Kingdom,GBR,1967,2456431
Argentina,ARG,1967,317636
France,FRA,1967,4635
Africa,,1967,4354
Africa (FAO),,1967,45925
Southern Europe (FAO),,1967,4626868
Germany,DEU,1967,4959536
Net Food Importing Developing Countries (FAO),,1967,5676193
Lower-middle-income countries,,1967,697159
China,CHN,1967,72418
South America,,1967,773347
South America (FAO),,1967,773347
Eastern Asia (FAO),,1967,9443967
USSR,OWID_USS,1967,11515
Western Europe (FAO),,1967,11626948
Asia,,1967,15974712
Asia (FAO),,1967,15996955
Eastern Europe (FAO),,1967,1637164
United States,USA,1967,19983792
European Union (27),,1967,2325562
European Union (27) (FAO),,1967,213518
Northern America (FAO),,1967,2188154
North America,,1967,238484
Americas (FAO),,1967,31573554
Upper-middle-income countries,,1967,32213872
Europe,,1967,36654212
Europe (FAO),,1967,37341424
High-income countries,,1967,5232224
World,OWID_WRL,1967,922699
Iraq,IRQ,1967,11379.5
Liberia,LBR,1967,126.89
Bolivia,BOL,1967,14517.85
North Korea,PRK,1967,15537.5
Congo,COG,1967,188.9
Cote d'Ivoire,CIV,1967,19288.25
Sierra Leone,SLE,1967,1124.41
Burundi,BDI,1967,12777.99
South Korea,KOR,1967,135199.5
Malaysia,MYS,1967,135773.6
Low-income countries,,1967,1389917.9
Tokelau,TKL,1967,14.92
Land Locked Developing Countries (FAO),,1967,14628.1
Tanzania,TZA,1967,141567.31
Eastern Africa (FAO),,1967,1426976.8
Kuwait,KWT,1967,14393.6
Rwanda,RWA,1967,14858.64
Central America (FAO),,1967,1499197.8
Hong Kong,HKG,1967,155325.17
Lesotho,LSO,1967,15749.11
Papua New Guinea,PNG,1967,16645.64
Myanmar,MMR,1967,163347.25
Trinidad and Tobago,TTO,1967,16525.5
Brunei,BRN,1967,1695.91
Madagascar,MDG,1967,1765.55
Melanesia,OWID_MNS,1967,17451.6
Paraguay,PRY,1967,177439.9
Malawi,MWI,1967,1816.96
Afghanistan,AFG,1967,184232.5
Guinea,GIN,1967,18536.75
Cook Islands,COK,1967,23.75
Gabon,GAB,1967,22381.24
South-eastern Asia (FAO),,1967,239582.2
Cuba,CUB,1967,243379.6
Benin,BEN,1967,25181.81
Brazil,BRA,1967,254589.5
Greece,GRC,1967,257486.6
Equatorial Guinea,GNQ,1967,261.38
Seychelles,SYC,1967,264.57
Guadeloupe,GLP,1967,2724.35
Oceania,,1967,27575.2
Oceania (FAO),,1967,27575.2
Jamaica,JAM,1967,27962.2
Low Income Food Deficit Countries (FAO),,1967,311562.8
Least Developed Countries (FAO),,1967,37946.2
Vanuatu,VUT,1967,3163.25
Southern Asia (FAO),,1967,326595.8
Laos,LAO,1967,32532.38
Uruguay,URY,1967,33872.5
Antigua and Barbuda,ATG,1967,346.6
El Salvador,SLV,1967,34869.5
Nigeria,NGA,1967,351373.47
Botswana,BWA,1967,36629.88
Sao Tome and Principe,STP,1967,368.48
Bhutan,BTN,1967,3755.83
Costa Rica,CRI,1967,38818.56
Middle Africa (FAO),,1967,41126.75
Polynesia,OWID_PYA,1967,4242.94
Puerto Rico,PRI,1967,43833.76
Caribbean (FAO),,1967,459384.6
Saint Kitts and Nevis,KNA,1967,461.2
Northern Europe (FAO),,1967,4715969.5
Burkina Faso,BFA,1967,49698.88
Gambia,GMB,1967,4975.72
Niue,NIU,1967,5.54
Haiti,HTI,1967,5392.5
Zambia,ZMB,1967,522.9
Sri Lanka,LKA,1967,52236.4
Philippines,PHL,1967,522895.8
Chad,TCD,1967,54673.75
Faroe Islands,FRO,1967,553.3
Thailand,THA,1967,5656.9
Nicaragua,NIC,1967,57936.68
Dominican Republic,DOM,1967,654.8
Dominica,DMA,1967,66.44
Syria,SYR,1967,62238.23
Senegal,SEN,1967,62572.15
Malta,MLT,1967,6662.32
Saint Vincent and the Grenadines,VCT,1967,668.5
Macao,MAC,1967,687.13
Ghana,GHA,1967,7244.5
Kiribati,KIR,1967,749.5
Small Island Developing States (FAO),,1967,772996.3
Micronesia (FAO),,1967,776.65
China (FAO),,1967,7796344.5
Zimbabwe,ZWE,1967,81293.1
Niger,NER,1967,81662.5
Tonga,TON,1967,842.5
French Guiana,GUF,1967,95.54
Czechoslovakia,OWID_CZS,1967,92696.4
Ecuador,ECU,1967,93739.56
Western Asia (FAO),,1967,95131.3
French Polynesia,PYF,1967,959.22
Western Africa (FAO),,1967,96142.7
Tuvalu,TUV,1968,3
Maldives,MDV,1968,47
Bahrain,BHR,1968,638
Kiribati,KIR,1968,755
Grenada,GRD,1968,769
Cape Verde,CPV,1968,1147
Comoros,COM,1968,1699
Samoa,WSM,1968,2253
Qatar,QAT,1968,2332
Oman,OMN,1968,391
Gambia,GMB,1968,5125
Guinea-Bissau,GNB,1968,7798
Guyana,GUY,1968,9666
Burundi,BDI,1968,13849
Eswatini,SWZ,1968,13992
Jordan,JOR,1968,1437
Togo,TGO,1968,15492
Iceland,ISL,1968,18513
Guinea,GIN,1968,19391
Albania,ALB,1968,322
Central African Republic,CAF,1968,33279
Libya,LBY,1968,37791
Panama,PAN,1968,4345
Honduras,HND,1968,4417
East Timor,TLS,1968,42871
Mauritania,MRT,1968,43195
Yemen,YEM,1968,44855
Saudi Arabia,SAU,1968,4675
Namibia,NAM,1968,4849
Lebanon,LBN,1968,5364
Mozambique,MOZ,1968,53646
Tunisia,TUN,1968,55665
Singapore,SGP,1968,6321
Nepal,NPL,1968,7586
Cameroon,CMR,1968,78235
Zimbabwe,ZWE,1968,87272
Israel,ISR,1968,94775
Somalia,SOM,1968,981
Uganda,UGA,1968,15
North Korea,PRK,1968,1672
Iraq,IRQ,1968,17332
Norway,NOR,1968,157587
Myanmar,MMR,1968,162842
Democratic Republic of Congo,COD,1968,16426
Mongolia,MNG,1968,1647
Finland,FIN,1968,1894
Morocco,MAR,1968,19328
Portugal,PRT,1968,22452
Bangladesh,BGD,1968,22645
Peru,PER,1968,236161
Chile,CHL,1968,298893
Sudan (former),,1968,34585
Venezuela,VEN,1968,37788
Guadeloupe,GLP,1968,2829.2
